개봉연도,영화 제목,별점
2023,인시디어스: 빨간 문,5.5
2023,페인 허슬러,6.5
2023,렌필드,6.4
2023,록트 인,5.1
2023,디 애프터,5.7
2023,악마 재판,5.6
2023,더 컨퍼런스,5.8
2023,인피니티 풀,6
2023,비공식작전,6.5
2023,더 킬러,7.1
2023,슈퍼 마리오 브라더스,7.1
2023,죽음의 수녀,5.7
2023,악마들,6.5
2023,발레리나,6.2
2023,뜨거운 배신,6.2
2023,크립토 보이,5.7
2023,사이버벙커: 크리미널 언더월드,6.6
2023,노란문: 세기말 시네필 다이어리,6.7
2023,사랑의 고고학,7.1
2023,똑똑똑,6.1
2023,히귀타: 전갈의 길,6.7
2023,포가튼 러브,7.5
2023,엑소시스트: 더 바티칸,6.1
2023,기상천외한 헨리 슈거 이야기,5.7
2023,Kasargold,5.7
2023,나이애드의 다섯 번째 파도,7.1
2023,허리케인 시즌,5.5
2023,흑교육,6.4
2023,베란 토미치: 파리의 스파이더맨,6.7
2023,노웨어,6.3
2023,65,5.4
2023,"아이스 콜드: 살인, 커피 그리고 제시카",6
2023,포에버,6.5
2023,스파이 키드: 아마겟돈,4.3
2023,오버홀,4.8
2023,프라이데이 나이트 플랜,6.1
2023,헤드 투 헤드,6.1
2023,RDX: Robert Dony Xavier,7.2
2023,필립,7
2023,프레이즈 디스,5.9
2023,사랑은 사계절,5.1
2023,해피니스 포 비기너스,6
2023,"호시노 겐 콘서트, 리컬렉션 2015-2023",6.5
2023,Padmini,6.5
2023,러브 유 롱 타임,6.4
2023,블러드 앤 골드,6.5
2023,좀100: 좀비가 되기 전에 하고 싶은 100가지,5.5
2023,"빨간 모자, 여행을 떠나 시체를 만났습니다",5.2
2023,아디푸루시,3.4
2023,머더 미스터리 2,5.7
2023,길복순,6.6
2023,프리스타일,6.6
2023,왬!,7.5
2023,믹스드 바이 에리,7.1
2023,스루 마이 윈도: 우리 사이의 바다,5
2023,몽키 킹,5.7
2023,세븐 킹스 머스트 다이,6.9
2023,부야 함카 1부,6.7
2023,틴과 티나,4.7
2023,루터: 태양의 몰락,6.4
2023,더 그레이트 시덕션,4.1
2023,빅 누누 리틀 하이스트,4.1
2023,에렌가르드: 유혹의 기술,5.8
2023,Kushi,5.4
2023,더 블랙 북,5.1
2023,마크 캐번디시: 나는 멈추지 않는다,6.1
2023,텐 데이즈 오브 배드 맨,6.1
2023,레이스 투 서밋,6.7
2023,더 레이디 오브 사일런스: 더 마타비에지타스 머더스,6.5
2023,자네 잔: 용의자 X,6.5
2023,Face Off 6: The Ticket Of Destiny,6.5
2023,공작,6.5
2023,스위치,6.7
2023,로사의 테이프,5.4
2023,Soltera codiciada 2,4.3
2023,패러다이스,6.3
2023,라 루즈 델 문도의 어둠,6.9
2023,스퀘어드 러브: 영원한 사랑,7.6
2023,니모나,7.6
2023,드림걸 2,5.3
2023,"이 사랑, 최선일까?",5
2023,내 성인식에 절대 오지 마!,6
2023,플래시백,5.1
2023,Jagun Jagun,3.8
2023,하늘 위에 사랑이,5.6
2023,치명적인 초대장,5.1
2023,그들이 타이론을 복제했다,6.6
2023,핑크퐁 시네마 콘서트 3: 진저브레드맨을 잡아라,6.1
2023,Miss. Shetty Mr. Polishetty,7.1
2023,범죄의 장인,5.4
2023,Rangabali,4.9
2023,방해하지 마세요,6.3
2023,메이비 베이비,5.7
2023,BRO,6.8
2023,런 래빗 런,5
2023,하우스 오브 스파이,6.8
2023,킹 오브 클론: 황우석 박사의 몰락,6.8
2023,포이즌: 음식에 감춰진 더러운 진실,6.8
2023,스내푸,5.3
2023,살인자는 누구인가,6.1
2023,가장 깊은 호흡,7.7
2023,다섯 살 소녀의 죽음: 이자벨라 나르도니 사건,6
2023,마야를 부탁합니다,7.8
2023,버드 박스: 바르셀로나,5.3
2023,내 이름은 마더,5.6
2023,"미라큘러스: 레이디버그와 블랙캣, 더 무비",6.1
2023,닥터 제이슨 룡: 라이드 위드 코션,5.8
