개봉연도,영화 제목,별점
2010,그랑프리,5.9
2010,스위치,6.1
2010,사요나라 이츠카,6.6
2010,꼬마산타 니콜라스,6.3
2010,내 깡패 같은 애인,6.8
2010,베스트셀러,6.1
2010,커플로 살아남기,6.5
2010,장 미쉘 바스키아: 더 레이디언트 차일드,7.8
2010,페이트/스테이 나이트: 무한의 검제,6.7
2010,이웃집 남자,7.2
2010,다방,6.2
2010,브레스트 요새,7.4
2010,둠스데이 2014,3.6
2010,카지노 잭,6.2
2010,The Uninvited,6.4
2010,마법사의 제자,6.1
2010,이클립스,5.1
2010,로빈후드,6.6
2010,메가마인드,7.3
2010,언스토퍼블,6.8
2010,웨이스트 랜드,7.8
2010,굿모닝 에브리원,6.5
2010,A-특공대,6.7
2010,사랑은 100℃,3.1
2010,라푼젤,7.7
2010,회복,6.8
2010,다이노 슈퍼게이터,3.1
2010,전성계비,4.7
2010,Phobos. Fear Kills,3.6
2010,네버 렛 미 고,7.1
2010,슈렉 포에버,6.3
2010,인 마이 슬립,5.5
2010,윈터스 본,7.1
2010,베리드,7
2010,버레스크,6.4
2010,무산일기,6.8
2010,스탠바이 캅,6.6
2010,부당거래,6.6
2010,쓰리 데이즈,7.3
2010,블랙랜섬,5.7
2010,블루 발렌타인,7.3
2010,아저씨,7.7
2010,그을린 사랑,8.3
2010,스콧 필그림,7.5
2010,블랙스완,8
2010,대명천군 금의위,6.7
2010,드래곤 길들이기,8.1
2010,쏘우 3D,5.5
2010,러브 & 드럭스,6.7
2010,소셜 네트워크,7.8
2010,윔피 키드,6.2
2010,숨,6.7
2010,셔터 아일랜드,8.2
2010,블러디 쉐이크,4.7
2010,이지 A,7
2010,익스펜더블,6.4
2010,조폭의 법칙 2,4.7
2010,터커 & 데일 vs 이블,7.5
2010,금의위: 용의 비검,4.7
2010,더 브레이브,7.6
2010,금의위 3인의 무사 2,7.2
2010,Heart of Now,7.2
2010,"Mondomanila, or: How I Fixed My Hair After a Rather Long Journey",6.2
2010,127시간,7.5
2010,이상한 나라의 앨리스,6.4
2010,퍼펙트 호스트,6.7
2010,라스트 갓파더,3.5
2010,소와 함께 여행하는 법,6.4
2010,아이언맨 2,6.9
2010,트론: 새로운 시작,6.8
2010,퍼시잭슨과 번개도둑,5.9
2010,다 큰 녀석들,6
2010,토이 스토리 3,8.3
2010,뱀파이어 써커,3.4
2010,플레이 포 데스,3.3
2010,프롬 파리 위드 러브,6.4
2010,"리벤지, 미친 사랑 이야기",6.7
2010,걸리버 여행기,4.9
2010,레지던트 이블 4: 끝나지 않은 전쟁,5.8
2010,What Is Not Romance,6
2010,The Ugly Duckling,6.6
2010,지알로,4.4
2010,잃어버린 세계: 로스트 퓨쳐,4.9
2010,페르시아의 왕자: 시간의 모래,6.6
2010,먹고 기도하고 사랑하라,5.8
2011,어이그 저 귓것,5.6
2011,러브 드라이브,5.4
2011,로맨틱 헤븐,5.7
2011,킬러 : 살수구양분재,4.7
2011,손님1 첫번째 이야기,4.7
2011,5 데이즈 오브 워,5.6
2011,블러드 아웃,5.7
2011,알이씨,5.7
2011,둠스데이 지구 최후의 날,3.9
2011,컷,6.4
2011,분노의 파이터,3.9
2011,더 콜러,6
2011,사랑이 무서워,5.7
2011,우리는 여기에 있었다,7.9
2011,아서,5.7
2011,양과자점 코안도르,6.4
2011,바다,4.7
2011,미스테리 예고살인,4
2011,딜레마,5.3
2011,내 슬픈 창녀들의 추억,5.8
2011,The Ghost of Saint Aubin,4.4
2011,탈명금,6.9
2011,환타스틱 모던가야그머,6.7
2011,루팡 3세 스페셜: 피의 각인 - 영원한 Mermaid,6.9
2011,테이크 미 홈,6.8
2011,까막섬의 비밀,6.7
2011,"빅 마마 하우스: 라이크 파더, 라이크 선",4.4
2011,더 트랩: 난간 끝에 선 남자,6.5
2011,겨울냄새,6.7
2011,나는 공무원이다,6
2011,벤젠스,3.5
2011,썩시드,7.4
2011,Treasure Guards,4.7
2011,왕좌의 전설: 드래곤 파이터,4.3
2011,그림자도 없다,6.7
2011,베이비콜,5.7
2011,Monster Mutt,3.7
2011,간증,5.6
2011,댐999: 거대한 물폭탄,3.3
2011,콜롬비아 커넥션 -마약수사대-,3.7
2011,마이 블랙 미니드레스,5.6
2011,려수,6
2011,흉가 : 유령의 집,3.2
2011,사냥: 헌터스 킬러,4
2011,마이애미 대침몰,3.2
2011,아프칸 솔져스,5.4
2011,엔딩노트,7.7
2011,서바이벌 워,3.8
2011,착한 살인자들,5.3
2011,미친놈들 전성시대,3.9
2011,점프 아쉰,7
2011,Neverland,5.3
2011,고래를 찾는 자전거,6.5
2011,제시,3.6
2011,And They're Off,3.9
2011,그녀는 좀비를 좋아해,5.8
2011,악령의 게임,3.2
2011,동경 표류일기,7
2011,엘리펀트 화이트,5
2011,베헤모스 : 괴물의 습격,3.6
2011,리벨리온,6.9
2011,존 오브 데드,3.8
2011,서유기 리턴즈,2.4
2011,피그,5.8
2011,SAS 미 대사 구출작전,3.4
2011,훌리오와 에밀리아,6.2
2011,더 레이디,7
2011,에일리언 아마게돈,2.1
2011,뱀파이어 테일,4.5
2011,아이 엠: 세상을 바꾸는 힘,7.5
2011,하얀 정글,3.7
2011,대지진 2014,3.7
2011,변종샤크,3.7
2011,메가 파이톤 VS 게토로이드,3
2011,신검전설,5.6
2011,어느 비행사에 대한 추억,7
2011,스피드 엔젤,4.5
2011,The Way Back,5.7
2011,프롬 프라다 투 나다,5.5
2011,토네이도,3.2
2011,스파이더 대침공,2.5
2011,스텝 업: 비트 더 월드,4.3
2011,러블리 몰리,5.3
2011,스노우 아마겟돈,3.8
2011,마이 백 페이지,6.2
2011,에이리언 터미네이터,3.6
2011,화이트: 저주의 멜로디,5.9
2011,퍼스트 포지션,7.5
2011,뽕똘,6.4
2011,Bollywood Dream,6.8
2011,랭고,7.2
2011,엘 불리: 요리는 진행 중,6.3
2011,철의 여인,6.4
2011,분노의 질주: 언리미티드,7.3
2011,신들의 전쟁,6
2011,써커 펀치,6
2011,레드 라이딩 후드,5.4
2011,토르: 천둥의 신,7
2011,코난: 암흑의 시대,5.1
2011,엑스맨: 퍼스트 클래스,7.7
2011,메카닉,6.5
2011,체인지 업,6.3
2011,완득이,7.3
2011,다크 아워,4.9
2011,더 라이트: 악마는 있다,6
2011,테이크 쉘터,7.3
2011,데인저러스 메소드,6.4
2011,디센던트,7.3
2011,파이널 데스티네이션 5,5.9
2011,리오,6.9
2011,위대한 비밀,6.8
2011,쟈니 잉글리쉬 2: 네버다이,6.3
2011,아더 크리스마스,7.1
2011,배드 티처,5.6
2011,비기너스,7.2
2011,블라인드,6.8
2011,앨빈과 슈퍼밴드 3,4.3
2011,카 2,6.2
2011,히스테리아,6.7
2011,고스트 라이더 3D : 복수의 화신,4.3
2011,프리스트,5.7
2011,워터 포 엘리펀트,6.9
2011,언노운,6.8
2011,친구와 연인사이,6.2
2011,슈퍼 에이트,7
2011,황당한 외계인: 폴,6.9
2011,그린 랜턴: 반지의 선택,5.5
2011,파라노말 액티비티 3,5.8
2011,마이 프리텐드 와이프,6.4
2011,월드 인베이젼,5.7
2011,파수꾼,7.2
2011,써니,7.8
2011,50/50,7.6
2011,컨테이젼,6.8
2011,콜롬비아나,6.4
2011,혹성탈출: 진화의 시작,7.6
2011,리미트리스,7.4
2011,미션 임파서블: 고스트 프로토콜,7.4
2011,머니볼,7.6
2011,도가니,8
2011,밀레니엄: 여자를 증오한 남자들,7.8
2011,드라이브,7.8
2011,크레이지 스투피드 러브,7.4
2011,인 타임,6.7
2011,스크림 4G,6.2
2011,씨민과 나데르의 별거,8.3
2011,내 여자친구의 결혼식,6.8
2011,행오버 2,6.5
2011,아이 엠 넘버 포,6.1
2011,제이. 에드가,6.5
2011,캐리비안의 해적: 낯선 조류,6.6
2011,북촌방향,7
2011,셜록 홈즈: 그림자 게임,7.4
2011,엄청나게 시끄럽고 믿을 수 없게 가까운,6.9
2011,트랜스포머: 달의 어둠,6.2
2011,셰임,7.2
2011,캡틴 아메리카: 퍼스트 어벤져,6.9
2011,쿵푸팬더 2,7.2
2011,브레이킹 던 Part 1,4.9
2011,한나,6.8
2011,우리는 동물원을 샀다,7.1
2011,리얼 스틸,7.1
2011,프렌즈 위드 베네핏,6.5
2011,스트레스를 부르는 그 이름 직장상사,6.9
2011,휴고,7.5
2011,커플즈,6.8
2011,로맨틱 크라운,6.1
2011,시즌 오브 더 위치: 마녀호송단,5.4
2011,라자르 선생님,7.5
2011,멋진 악몽,6.9
2011,쿼런틴 2 : 죽음의 공항,5.2
2011,리멤버,7.2
2011,Black Jack,5.1
2011,앨버트놉스,6.7
2011,푸른소금,6.3
2011,가시,6.5
2011,글러브,6.8
2011,오싹한 연애,6.8
2011,모차르트 타운,7.1
2011,수상한 고객들,6.3
2011,넥스트 투모로우,7
2011,로스트 크리스마스,7
2011,사물의 비밀,6.1
2011,워리어스 레인보우: 항전의 시작,7.5
2011,코리올라누스: 세기의 라이벌,6.1
2011,블리츠,6.1
2011,뷰티풀엑스,5.5
2011,에어리언 플레닛,3.8
2011,짐승의 끝,5.8
2011,에이지 오브 히어로즈,5.5
2011,유어 하이니스,5.5
2011,테이크 미 홈 투나잇,6.3
2011,슬랩스틱 브라더스,6
2011,유어 시스터스 시스터,6.7
2011,뱅뱅클럽,6.9
2011,티끌모아 로맨스,6.6
2011,퀵,5.7
2011,7광구,4.7
2011,워리어스 레인보우2: 최후의 결전,7.6
2011,손님,6.8
2011,돌핀 테일,6.8
2011,해롤드와 쿠마 3: 크리스마스 대작전,6.2
2011,바비,6.7
2011,라이크 크레이지,6.6
2011,해피 피트 2,5.8
2011,샌드 샤크,2.6
2011,더 데이,5.2
2011,뉴욕의 연인들,5.6
2011,불륜순애,6
2011,자전거 탄 소년,7.4
2011,바니버디,5.4
2011,코쿠리코 언덕에서,7.4
2011,당신은 몇번째인가요?,6
2011,그린 호넷,5.8
2011,머신건 프리처,6.7
2011,반딧불이의 숲으로,7.8
2011,곰돌이 푸,7.1
2011,빅뱅,5.4
2011,런어웨이 걸,5.5
2011,소울 서퍼,7
2011,그대를 사랑합니다,7.4
2011,소중한 날의 꿈,6.6
2011,카페 드 플로르,7.3
2011,돼지의 왕,6.7
2011,빅 이어,6.2
2011,나의 가족 나의 도시,7.1
2011,잭 앤 질,3.3
2011,생존게임 247°F,4.8
2011,어브덕션,5.1
2011,투혼,6.5
2011,풍산개,6.5
2011,플레이,6.2
2011,세상에서 가장 아름다운 이별,6.6
2011,파퍼씨네 펭귄들,6
2011,왕의 이름으로 2,3.1
2011,더 딥 블루 씨,6.2
2011,더블,5.9
2011,대부 : 끝나지 않은 이야기,6.9
2011,밤의 이야기,6.9
2011,굿닥터,5.5
2011,집,7.3
2011,Thanatos,7.1
2012,헝거게임: 판엠의 불꽃,7.2
2012,그들만의 리그,7.4
2012,리크리에이터,4.4
2012,트루스 오어 데어 : 죽음의 진실게임,4.8
2012,벨 아미,5.4
2012,엘리제궁의 요리사,6.4
2012,전장의 묵시록,6.4
2012,드래곤 킹 레전드,6.4
2012,컴다운,4.6
2012,지랄맞은 18세,6.1
2012,R2B: 리턴 투 베이스,6
2012,타임트랩 워,4.1
2012,조이풀 노이즈,5.7
2012,가비,5.9
2012,30 Girls 30 Days,3.7
2012,레드 주식회사,5.8
2012,살인의 기억,5.5
2012,밀월도 가는 길,7.3
2012,자이언트 몽키,2.5
2012,레이디 가가: 온 더 엣지,6.2
2012,섀도우 댄서,6.2
2012,3AM PART1,5.4
2012,배드 애스,5.4
2012,청이,5.4
2012,콜럼버스 서클,5.9
2012,테레즈 데케루,6.1
2012,Day of the Siege,4.3
2012,포 엘렌,6
2012,당신은 아직 아무것도 보지 못했다,6.5
2012,더 팩트,5.7
2012,뱀파이어 독,4.2
2012,댄싱퀸,6.4
2012,나치의 대침공,3.1
2012,더 레터,3.3
2012,클린스킨,6.2
2012,라잇 온 미,6.4
2012,섹슈얼 어드벤쳐,6.1
2012,5년째 약혼중,6.2
2012,연가시,6.3
2012,577 프로젝트,6.3
2012,2+2,6.2
2012,나의 PS 파트너,6.9
2012,뮤지엄 아워스,6.9
2012,바보 삼총사,5.1
2012,닌자 VS 몬스터,3.2
2012,빅 미라클,6.5
2012,러브픽션,6.1
2012,니트로 서커스: 더 무비,6.6
2012,두 개의 달,5.9
2012,파라노말 액티비티 4,4.6
2012,페인리스,6.1
2012,걸스 곤 데드,3.5
2012,Treasure Island,6.2
2012,매직 오브 벨 아일,6.9
2012,피라냐콘다,2.9
2012,브레이크,6.1
2012,태어나서 미안해,6
2012,디 애퍼리션,4.1
2012,페어리 테일 : 봉황의 무녀,7
2012,달팽이의 별,7.2
2012,Spike 2,7.2
2012,엑스터시 러브,5.8
2012,가족시네마,7
2012,런 테이큰,5.2
2012,슈퍼 사이클론 스톰,5.2
2012,네이키드 걸,4.8
2012,마이 라띠마,6.5
2012,테이프,6.2
2012,내가 고백을 하면,7.2
2012,활: 사막의 제왕,6.6
2012,머나먼 세상속으로,7.3
2012,I AM.,8
2012,5백만불의 사나이,5.4
2012,인헤리턴스,6.1
2012,Journal de France,7.1
2012,수라의 길,7.1
2012,The Life & Times of Paul the Psychic Octopus,6.6
2012,듀엣,5.4
2012,여자 없는 세상,7.1
2012,Elephant Sighs,5.7
2012,볼츠와 블립 극장판 : 달나라 리그의 전투,5.7
2012,이방인들,5.7
2012,잔혹한 앵글의 로망스,5.7
2012,"동학, 수운 최제우",5.7
2012,지옥화,5.1
2012,사랑오감,3
2012,미스터 빌리: 하일랜드의 수호자,3
2012,설마 그럴리가 없어,7.2
2012,브로큰,7.2
2012,Tango Libre,6.1
2012,사이에서,6.1
2012,기린의 날개,6.5
2012,해피엔딩 프로젝트,7.4
2012,다른 나라에서,6.4
2012,돈 라이더: 분노의 총잡이,4.9
2012,해적: 위대한 영웅,5.9
2012,미쓰 마마,5.9
2012,에이리언 토네이도,3.2
2012,사랑은 마법처럼,6.1
2012,화피 2,6.2
2012,멋진 녀석들,6.4
2012,야누스 데이,5
2012,The Rule of Law,5.3
2012,인 데어 스킨,5.3
2012,슈퍼스톰,3.2
2012,달사람,6.4
2012,Nobel's Last Will,5.9
2012,블러드워크,5.2
2012,The Legends of Nethiah,3.9
2012,Population 2,2.5
2012,목격자의 밤,2.5
2012,원스 어게인,6.9
2012,쥬피터 스타쉽,5.3
2012,익스트림 터미네이터,1.8
2012,Love Free or Die,7.3
2012,윔피 키드 3,6.3
2012,폴레트의 수상한 베이커리,6.6
2012,시체가 돌아왔다,6.1
2012,더 럭키 원,6.4
2012,크로니클,7
2012,브레이킹 던 Part 2,5.5
2012,바바라,7.2
2012,마다가스카 3: 이번엔 서커스다!,6.8
2012,아무르,7.9
2012,반창꼬,6.9
2012,프로젝트 X,6.6
2012,레지던트 이블 5: 최후의 심판,5.3
2012,베스트 엑조틱 메리골드 호텔,7.2
2012,로렉스,6.4
2012,락 오브 에이지,5.9
2012,선거 캠페인,6.1
2012,헤멜,5.7
2012,용의자X,6.8
2012,세이프 하우스,6.7
2012,잃어버린 세계를 찾아서 2: 신비의 섬,5.7
2012,아메리칸 파이: 19금 동창회,6.7
2012,러스트 앤 본,7.4
2012,히치콕,6.8
2012,메리다와 마법의 숲,7.1
2012,늑대소년,7.2
2012,콜렉션,6.1
2012,레지던트 이블: 댐네이션,6.4
2012,다크 섀도우,6.2
2012,19곰 테드,6.9
2012,테이큰 2,6.2
2012,가디언즈,7.2
2012,토탈 리콜,6.2
2012,살인소설,6.8
2012,캐빈 인 더 우즈,7
2012,장고: 분노의 추적자,8.4
2012,익스펜더블 2,6.6
2012,월플라워,7.9
2012,잭 리처,7
2012,V/H/S: 죽음을 부르는 비디오,5.8
2012,프로메테우스,7
2012,문라이즈 킹덤,7.8
2012,호빗: 뜻밖의 여정,7.8
2012,아르고,7.7
2012,몬스터 호텔,7
2012,스노우 화이트 앤 더 헌츠맨,6.1
2012,21 점프 스트리트,7.2
2012,내 인생의 마지막 변화구,6.8
2012,엔드 오브 왓치,7.6
2012,플라이트,7.3
2012,어벤져스,8
2012,링컨,7.3
2012,프리미엄 러쉬,6.5
2012,"광해, 왕이 된 남자",7.8
2012,서칭 포 슈가맨,8.2
2012,맨 인 블랙 3,6.8
2012,더 임파서블,7.5
2012,어메이징 스파이더맨,6.9
2012,주먹왕 랄프,7.7
2012,라이프 오브 파이,7.9
2012,가면과 거울,5.7
2012,버니,6.8
2012,링컨: 뱀파이어 헌터,5.9
2012,브로큰 서클,7.7
2012,나는 마흔이다,6.2
2012,키리시마가 동아리활동 그만둔대,7.2
2012,다이노 타임,4.7
2012,"열여덟, 열아홉",6
2012,사라진 기억,6
2012,콘트라밴드,6.4
2012,화차,6.7
2012,백 투 더 씨,4.1
2012,쉐프,6.6
2012,익스트랙티드,6.4
2012,티쳐 인 옥타곤,6.4
2012,철권을 가진 사나이,5.4
2012,코리아,7.2
2012,"러블리, 스틸",7.1
2012,애정 남녀,4.9
2012,무사 노보우: 최후의 결전,6.4
2012,다크 타이드,4.3
2012,강철대오: 구국의 철가방,6
2012,차형사,5.8
2012,롤플레이,5.6
2012,5월 이후,6.4
2012,그날 본 꽃의 이름을 우리는 아직 모른다,7.3
2012,간기남,5.8
2012,세션: 이 남자가 사랑하는 법,7.2
2012,콜드 라잇 오브 데이,4.9
2012,시저는 죽어야 한다,7.3
2012,데드폴,6.2
2012,원 포 더 머니,5.3
2012,락아웃: 익스트림미션,6.1
2012,포커페이스,5.3
2012,베이트,5.2
2012,존 카터: 바숨 전쟁의 서막,6.6
2012,이웃사람,7.7
2012,더 그레이,6.7
2012,Exchange,6.2
2012,우먼 인 블랙,6.4
2012,에반게리온 Q,6.9
2012,디스 민즈 워,6.3
2012,타이탄의 분노,5.7
2012,맨 온 렛지,6.6
2012,아이스맨,6.8
2012,디바이드,5.8
2012,아이스 에이지 4: 대륙 이동설,6.5
2012,점박이: 한반도의 공룡 3D,5.4
2012,언더월드 4: 어웨이크닝,6.3
2012,파괴자들,6.4
2012,당신에게도 사랑이 다시 찾아올까요?,5.7
2012,타워,6.5
2012,로얄 어페어,7.5
2012,이메지네룸,6.1
2012,원더러스트,5.6
2012,피라냐 3DD,3.8
2012,비스트,7.2
2012,프리랜서스,4.6
2012,모모와 다락방의 수상한 요괴들,7.2
2012,Soul of Rock,5.7
2013,"가장 따뜻한 색, 블루",7.7
2013,마법의 제왕,5.6
2013,엄마와 나 그리고 나의 커밍아웃,6.7
2013,샐린저,6.7
2013,콩나물,6.4
2013,위크엔드 인 파리,6.4
2013,돔 헤밍웨이,6.1
2013,런던잡,4.3
2013,레고 배트맨 더 무비: DC 수퍼히어로즈 유나이트,6.3
2013,지휘자를 위한 1분,7.8
2013,메탈리카 스루 더 네버,7.1
2013,브로큰 시티,6.1
2013,그루지 매치,6.4
2013,더 콜,6.4
2013,미나문방구,6.4
2013,스파이,6.3
2013,겟어웨이,4.4
2013,더 웹툰: 예고살인,6.2
2013,온더잡,7
2013,Phobia,3.3
2013,환상속의 그대,6.4
2013,악령의 재림 13-13-13,2.9
2013,언프렌디드: 살인방송,3.5
2013,"땡큐, 대디",6.6
2013,인터섹션,5.9
2013,치어리더는 모두 죽는다,5.1
2013,Alien Showdown: The Day the Old West Stood Still,2.1
2013,에비던스,5.3
2013,루팡 3세 숨겨진 공중도시,6.1
2013,은행털이 할배와 나,6.3
2013,양지의 그녀,6.7
2013,데스티네이션 콘트롤,6.7
2013,해머 오브 갓,4.5
2013,아야의 밤엔 사랑이 필요해,6.7
2013,불이신탐,4.5
2013,더스트 오브 워,3.9
2013,춘하추동 로맨스,6.4
2013,모피를 입은 비너스,7.2
2013,스톤,6.2
2013,닌자2: 섀도우 어쌔신,6.2
2013,이너프 세드,7
2013,썬더와 마법저택,6.2
2013,내 인생을 훔친 사랑스러운 도둑녀,5.7
2013,리우 2096,7.1
2013,조난자들,6.5
2013,블러드타이즈,6.5
2013,우리가 사랑한 시간,6.3
2013,노브레싱,6.4
2013,더 머쉰,6
2013,잭애스 프레젠트: 배드 그랜파,6.5
2013,인크레더블 버트 원더스톤,5.9
2013,슈퍼맨: 언바운드,6.5
2013,우리는 비밀을 훔친다: 위키리크스 스토리,6.9
2013,베스테르플라테 전투,5
2013,개구쟁이 스머프 2,5.3
2013,세이빙 산타,6.4
2013,신의 선물,6.4
2013,원 디렉션: 디스 이즈 어스,4.2
2013,Battle Earth,2.3
2013,웨딩 플라이트,5.1
2013,21 앤드 오버,5.8
2013,플래티나 데이터,5.7
2013,미스체인지,5.5
2013,위험한 유혹,5.3
2013,만델라 : 롱 워크 투 프리덤,7.1
2013,피의 만우절,4.6
2013,어드미션,5.7
2013,청춘정담,5.3
2013,붉은 바캉스 검은 웨딩 2,5.3
2013,질투,6.4
2013,응징자,5.8
2013,발칙한 러브스캔들,6.5
2013,누구의 딸도 아닌 해원,6.7
2013,언유주얼 서스펙트,5.7
2013,굿바이 이디엇,5.4
2013,배틀독,3.5
2013,방콕 크리미널,4.5
2013,인간 사냥 게임,4.3
2013,개구리왕국,3.6
2013,리스트,4.3
2013,로드킬,3.8
2013,러쉬라이트,5.6
2013,붉은 가족,6.6
2013,엠부쉬,3.8
2013,전국노래자랑,6.3
2013,스위치 : 부춘산거도,2.2
2013,결혼전야,6.1
2013,도화선: 용의 부활,3
2013,로그인,5.9
2013,어웨이큰 : 원혼의부활,3.5
2013,"Mother, I Love You",7.4
2013,The Eugenist,2.5
2013,누구나 제 명에 죽고 싶다,4.9
2013,삼총사 : 용감한 친구들,4.9
2013,뷰티풀 차일드,4.9
2013,달이 기울면,4.9
2013,드래곤 기사단,4.9
2013,사과씨의 맛,5.8
2013,파라노말 다이어리: 클롭힐,3.5
2013,렘넌트: 생존자들,3.9
2013,청야,6.4
2013,오기와 악동들 더 무비,6.4
2013,스티븐시걸의 작전명 고스트,6.2
2013,Branded,6.2
2013,그 남자 그 여자,6.2
2013,천하영웅 자객,3.9
2013,리버레이터 : 자유를 위해,6.8
2013,뒷담화: 감독이 미쳤어요,5.9
2013,배틀 오브 비보이,5
2013,리차드 켐프의 다른 인생,6.5
2013,Thalaivaa,6.3
2013,다크 스페이스,3.5
2013,지슬: 끝나지 않은 세월 2,6.7
2013,사죄의 왕,6.4
2013,Duke,4.2
2013,몬스터,3.1
2013,마린 3,7.3
2013,Enter the Dangerous Mind,5.1
2013,드리프트,6.3
2013,1940: 나치 공습 작전,4
2013,메이크 유어 무브,5.5
2013,그녀가 부른다,5.8
2013,설인,5.8
2013,울프,7.3
2013,12 라운드 2 : 리로디드,5.3
2013,돌이킬 수 없는,6.1
2013,소녀,6.1
2013,초대,4.8
2013,길 위에서,4.8
2013,경계에서 꿈꾸는 집,4.8
2013,컨스테이블,4.8
2013,"소설, 영화와 만나다",6.1
2013,코드 레드,4.2
2013,스티븐시걸의 살인면허,6.1
2013,스탠딩 업,6.8
2013,그녀는 거짓말을 너무 사랑해,6.8
2013,더스크: 죽음을 부르는 소녀,6
2013,이별계약,6
2013,파라노말 인시던트,2.8
2013,4명의 암살자,3.7
2013,사다코2,4.2
2013,로빈 후드의 마지막 스캔들,5.7
2013,고독의 의리,2.5
2013,녹색의자 2013 ‑ 러브 컨셉츄얼리,5.5
2013,남쪽으로 튀어,6.5
2013,올 이즈 로스트,6.9
2013,킬 유어 달링,6.4
2013,딜리버리 맨,6.3
2013,베를린,6.6
2013,페인 앤 게인,6.4
2013,인턴쉽,6.3
2013,언어의 정원,7.4
2013,님포매니악: 볼륨 1,6.9
2013,은밀한 가족,7.1
2013,겨울왕국,7.4
2013,블링 링,5.6
2013,이스케이프 플랜,6.7
2013,이다,7.4
2013,카운슬러,5.4
2013,백악관 최후의 날,6.5
2013,필스,7
2013,일대종사,6.5
2013,연애의 온도,6.3
2013,고령화 가족,6.6
2013,지.아이.조 2,5.7
2013,아이언맨 3,7.1
2013,앵커맨 2: 전설은 계속된다,6.3
2013,책도둑,7.5
2013,엔드 오브 디 어스,6.2
2013,킥 애스 2: 겁없는 녀석들,6.5
2013,틴토 브라스의 모든 것,6.5
2013,행오버 3,5.8
2013,프란시스 하,7.4
2013,다이 하드: 굿 데이 투 다이,5.2
2013,세이빙 MR.뱅크스,7.5
2013,더 울버린,6.7
2013,화이트 하우스 다운,6.3
2013,마마,6.2
2013,42,7.5
2013,호빗: 스마우그의 폐허,7.8
2013,웜 바디스,6.8
2013,할로윈: 살인영상,5.2
2013,스타트렉: 다크니스,7.7
2013,맨 오브 스틸,7.1
2013,퍼시픽 림,6.9
2013,위대한 개츠비,7.2
2013,오큘러스,6.5
2013,그녀,8
2013,헝거게임: 캣칭 파이어,7.5
2013,플레이스 비욘드 더 파인즈,7.3
2013,유아 넥스트,6.6
2013,그래비티,7.7
2013,나우 유 씨 미: 마술사기단,7.2
2013,이블 데드,6.5
2013,컨저링,7.5
2013,비긴 어게인,7.4
2013,47 로닌,6.2
2013,월터의 상상은 현실이 된다,7.3
2013,롤러코스터,5.7
2013,트랜스,6.9
2013,그린 인페르노,5.3
2013,베스트 오퍼,7.8
2013,스턱 인 러브,7.2
2013,지구가 끝장 나는 날,6.9
2013,엘리시움,6.6
2013,인시디어스: 두번째 집,6.5
2013,스토커,6.7
2013,갱스터 스쿼드,6.7
2013,바람이 분다,7.7
2013,디스 이즈 디 엔드,6.6
2013,설국열차,7.1
2013,캡틴 필립스,7.8
2013,비포 미드나잇,7.9
2013,분노의 질주: 더 맥시멈,7
2013,마이 리틀 히어로,7
2013,오즈: 그레이트 앤드 파워풀,6.3
2013,그로운 업스 2,5.4
2013,꽃이 피는 첫걸음 : 홈 스위트 홈,7
2013,끝과 시작,5.5
2013,잉여들의 히치하이킹,7.4
2013,열한시,5.6
2013,배우는 배우다,5.6
2013,원터스 워: 스노우 퀸,2.3
2013,시간위의 집 디 오리지널,6.8
2013,동경가족,7.5
2013,장난감이 살아있다,6.4
2013,투 두 리스트,5.8
2013,쇼트피스,6.8
2013,페어런트 트레이닝,6.2
2013,더 이스트,6.8
2013,월 스트리트 : 분노의 복수,6
2013,무게,6.2
2013,사이비,6.8
2013,공범,6.4
2013,48미터,4
2013,미하엘 콜하스의 선택,6.1
2013,꼭두각시,4.7
2013,우리 선희,6.7
2013,깡철이,6.3
2013,울프 앳 더 도어,7.4
2013,글래디에이터: 바이킹과의 전쟁,4.1
2013,뫼비우스,6.4
2013,영 앤 뷰티풀,6.7
2013,조,6.8
2013,잉글리쉬 티처,5.7
2013,맨 오브 타이치,6
2013,벨과 세바스찬,6.9
2013,전설의 주먹,6.8
2013,사이코메트리,6.4
2013,더 파크랜드,6.4
2013,몬스터 대학교,7.2
2013,무서운 이야기 2,5.4
2013,7번방의 선물,8.1
2013,가구야공주 이야기,8
2013,감기,6.6
2013,히트스트로크,4.8
2013,퍼시잭슨과 괴물의 바다,5.7
2013,그렇게 아버지가 된다,7.8
2013,투 마더스,6.2
2013,제5계급,6.2
2013,하늘에서 음식이 내린다면 2,6.3
2013,헌터X헌터 극장판 : 팬텀루즈,6.6
2013,신세계,7.5
2013,레이버 데이,6.9
2013,토르: 다크 월드,6.8
2013,잭 더 자이언트 킬러,6.3
2013,남매의 여름밤,6.9
2013,샤크스톰,3.3
2013,집으로 가는 길,7.5
2013,투건스,6.7
2013,"더 웨이, 웨이 백",7.4
2013,숨바꼭질,7.3
2013,벨,7.3
2013,낭만파 남편의 편지,6.8
2013,은밀하게 위대하게,6.8
2013,스타로부터 스무 발자국,7.4
2013,거꾸로 된 파테마,7.3
2013,애프터 어스,4.8
2013,런치박스,7.8
2013,쎄븐 플로어,5.8
2013,더 히트,6.6
2013,러브레이스,6.2
2013,히든카드,5.6
2013,비행기,5.7
2013,리스본행 야간열차,6.8
2013,파커,6.2
2013,The Clan's Heir Is a Trans Woman,2.5
